female,white,black,hisp,asian,married,age,collegeS,collegeM,collegeD,calc,books,mathLike,income,big5O,big5C,big5E,big5A,big5N,AMAS,BDI,MCS,GSES,vocabPre,mathPre,vocabPost,mathPost,MCSpost,mathGrp,mathSel,logAge,logBooks,logBDI
1,1,0,0,0,1,41,0,0,1,1,5,0,1,26,15,22,17,26,29,13,18,18,15,4,18,6,15,0,0,3.713572067,1.791759469,2.564949357
1,1,0,0,0,0,63,0,0,0,0,5,1,0,22,13,18,12,34,15,17,6,23,15,6,13,7,7,1,0,4.143134726,1.791759469,2.833213344
0,1,0,0,0,1,60,1,1,1,1,10,0,0,33,21,22,29,27,25,15,16,18,19,8,16,8,15,0,1,4.094344562,2.397895273,2.708050201
0,0,1,0,0,1,37,1,0,0,1,10,0,1,13,10,22,11,38,36,13,7,23,18,6,19,7,7,0,0,3.610917913,2.397895273,2.564949357
1,1,0,0,0,1,40,1,1,1,1,5,0,1,19,10,14,13,37,28,14,13,21,20,5,18,9,24,1,0,3.688879454,1.791759469,2.63905733
1,1,0,0,0,0,55,0,0,0,0,20,0,0,19,14,30,26,32,17,23,16,21,23,8,23,9,15,0,0,4.007333185,3.044522438,3.135494216
1,0,0,0,1,1,25,1,1,1,1,5,0,1,14,16,36,12,17,23,43,24,10,24,10,24,14,24,0,0,3.218875825,1.791759469,3.761200116
1,1,0,0,0,0,31,0,0,0,0,15,0,0,15,22,27,18,23,35,23,9,19,16,8,21,10,8,0,0,3.433987204,2.772588722,3.135494216
0,1,0,0,0,0,39,0,0,0,0,10,1,1,16,16,23,19,33,17,14,9,16,14,10,17,8,11,1,1,3.663561646,2.397895273,2.63905733
1,1,0,0,0,1,35,1,1,1,0,5,0,1,29,19,22,12,32,27,19,12,20,21,9,23,11,17,1,1,3.555348061,1.791759469,2.944438979
1,1,0,0,0,1,44,1,1,1,1,5,0,1,29,25,22,25,27,27,30,13,14,23,5,5,7,13,1,0,3.784189634,1.791759469,3.401197382
0,1,0,0,0,0,31,0,0,0,0,5,0,1,24,18,22,24,28,11,13,18,18,10,4,17,5,18,1,0,3.433987204,1.791759469,2.564949357
1,1,0,0,0,1,40,0,0,0,0,60,0,1,31,12,40,23,20,23,20,13,21,13,11,24,11,15,0,1,3.688879454,4.110873864,2.995732274
0,1,0,0,0,1,69,1,0,0,1,10,0,1,16,9,10,10,36,10,15,24,21,20,11,21,14,24,1,1,4.234106505,2.397895273,2.708050201
0,1,0,0,0,1,43,1,1,0,1,5,0,1,24,9,38,17,15,16,23,13,13,20,8,23,9,12,0,1,3.761200116,1.791759469,3.135494216
1,0,0,0,1,0,38,1,0,0,1,15,0,1,26,20,22,26,19,13,17,15,17,15,8,14,15,24,1,0,3.63758616,2.772588722,2.833213344
0,0,0,0,1,0,31,1,0,0,1,5,0,1,21,18,26,24,30,14,23,9,17,12,5,16,4,12,1,0,3.433987204,1.791759469,3.135494216
1,1,1,0,0,1,44,1,1,1,0,25,0,1,13,14,17,21,29,22,15,8,21,19,4,19,7,14,1,0,3.784189634,3.258096538,2.708050201
1,0,1,1,0,1,52,1,0,0,1,60,1,0,21,24,24,18,22,15,21,23,16,20,12,22,14,24,0,1,3.951243719,4.110873864,3.044522438
1,0,1,0,0,0,20,0,0,0,0,5,0,1,27,42,38,21,14,20,30,12,6,15,8,12,10,12,0,0,2.995732274,1.791759469,3.401197382
1,1,0,0,0,1,43,1,0,1,0,20,0,1,25,27,31,14,15,41,24,6,15,16,6,20,5,6,0,0,3.761200116,3.044522438,3.17805383
1,1,0,0,0,0,61,0,0,1,0,0,0,0,20,18,16,18,32,24,13,6,18,18,1,22,7,6,0,0,4.110873864,0,2.564949357
1,1,0,0,0,0,65,0,1,1,0,60,0,1,32,13,22,19,35,22,13,6,21,22,9,24,5,6,0,0,4.17438727,4.110873864,2.564949357
1,0,0,0,0,0,35,0,0,0,0,5,0,0,17,22,29,20,19,26,24,17,19,18,4,12,3,17,1,0,3.555348061,1.791759469,3.17805383
0,1,0,0,0,1,51,0,1,1,0,5,1,0,22,25,27,17,24,19,20,13,17,15,8,21,7,13,0,0,3.931825633,1.791759469,2.995732274
0,1,0,0,0,0,44,1,0,0,1,0,1,1,16,12,13,17,39,10,14,15,22,15,7,15,4,18,1,1,3.784189634,0,2.63905733
0,1,0,0,0,1,42,1,1,0,0,5,0,1,24,24,27,31,24,27,35,12,15,16,5,21,8,12,0,0,3.737669618,1.791759469,3.555348061
0,1,0,0,0,0,34,0,0,0,0,5,0,1,23,23,22,26,25,25,15,14,13,13,2,8,6,14,0,0,3.526360525,1.791759469,2.708050201
1,1,0,0,0,0,33,1,1,1,1,5,1,1,24,27,21,20,16,15,20,19,15,12,12,14,12,23,1,1,3.496507561,1.791759469,2.995732274
0,1,0,0,0,0,41,0,1,1,0,15,1,1,37,23,32,21,30,13,17,24,20,13,10,18,11,24,0,1,3.713572067,2.772588722,2.833213344
0,1,0,0,0,0,32,0,0,0,1,10,0,0,28,23,22,18,26,25,33,19,18,10,5,12,6,15,1,1,3.465735903,2.397895273,3.496507561
0,1,0,0,0,0,65,0,0,0,1,30,1,1,11,14,16,18,36,22,13,12,22,19,7,19,4,9,1,1,4.17438727,3.433987204,2.564949357
1,1,0,0,0,1,49,1,0,1,0,5,0,1,11,9,11,9,40,11,13,6,23,14,3,20,6,6,0,1,3.891820298,1.791759469,2.564949357
1,1,0,0,0,1,30,1,1,0,0,5,1,1,26,26,32,22,21,26,23,14,16,12,5,13,9,13,0,0,3.401197382,1.791759469,3.135494216
0,0,0,0,1,1,25,0,1,1,0,5,0,1,32,26,25,27,25,26,13,15,13,10,2,11,4,12,1,0,3.218875825,1.791759469,2.564949357
1,1,0,0,0,0,38,0,0,0,0,15,0,0,21,15,29,16,16,33,24,9,16,9,5,10,5,8,0,0,3.63758616,2.772588722,3.17805383
1,1,0,0,0,1,44,1,0,0,0,10,1,1,23,13,13,22,27,14,19,15,21,11,6,16,10,14,0,1,3.784189634,2.397895273,2.944438979
1,1,0,0,0,1,45,1,1,0,1,5,1,1,29,15,19,10,27,23,14,19,23,12,9,19,9,20,0,1,3.80666249,1.791759469,2.63905733
0,0,1,0,0,1,46,1,0,0,0,5,0,1,25,19,20,14,33,15,14,15,21,20,6,16,10,15,1,0,3.828641396,1.791759469,2.63905733
0,1,0,0,0,1,50,1,1,1,1,10,1,1,29,27,23,28,27,26,41,14,15,10,2,4,1,15,0,1,3.912023005,2.397895273,3.713572067
1,1,0,0,0,1,41,1,0,0,1,10,0,1,16,18,34,9,15,15,25,24,18,12,7,19,8,24,0,1,3.713572067,2.397895273,3.218875825
1,1,0,0,0,1,38,1,0,0,1,5,1,1,32,20,36,14,25,27,14,16,22,13,10,11,11,19,1,1,3.63758616,1.791759469,2.63905733
0,1,0,0,0,0,29,1,0,1,0,5,0,1,19,16,16,20,17,11,20,15,19,16,9,19,15,14,0,0,3.36729583,1.791759469,2.995732274
1,1,0,0,0,1,42,0,0,0,1,60,0,1,21,21,30,17,25,25,17,11,16,12,3,15,8,15,1,1,3.737669618,4.110873864,2.833213344
1,1,0,0,0,1,39,0,0,0,0,20,0,0,17,23,16,12,13,23,32,9,15,18,6,23,6,9,0,0,3.663561646,3.044522438,3.465735903
1,0,1,0,0,0,49,0,0,0,0,10,0,1,21,15,18,9,29,22,17,6,20,11,6,13,3,6,0,0,3.891820298,2.397895273,2.833213344
0,1,0,0,0,1,52,1,0,0,1,20,0,1,21,12,14,34,30,18,16,18,24,18,11,22,10,18,0,1,3.951243719,3.044522438,2.772588722
1,1,0,0,0,0,37,0,0,0,1,5,0,1,26,24,31,22,20,45,41,6,18,17,8,15,4,6,1,0,3.610917913,1.791759469,3.713572067
1,1,0,0,0,1,67,1,0,0,1,10,0,1,23,17,22,20,24,22,13,9,18,22,11,20,8,18,1,0,4.204692619,2.397895273,2.564949357
1,1,0,0,0,1,44,1,0,0,1,10,0,1,19,19,18,14,32,22,13,14,21,21,8,24,12,16,1,0,3.784189634,2.397895273,2.564949357
1,1,0,0,0,1,41,1,1,1,1,5,0,0,22,25,40,10,24,9,13,12,15,15,7,14,9,16,1,0,3.713572067,1.791759469,2.564949357
1,0,1,0,0,0,24,1,0,0,1,15,0,1,22,22,29,17,20,29,21,16,18,18,7,17,11,21,1,0,3.17805383,2.772588722,3.044522438
1,1,0,0,0,0,25,0,0,0,1,0,1,1,16,30,20,21,16,14,30,19,18,15,11,15,13,20,0,1,3.218875825,0,3.401197382
0,1,0,0,0,1,37,1,1,1,1,60,0,1,25,21,21,31,26,25,17,17,15,7,1,6,4,15,1,1,3.610917913,4.110873864,2.833213344
1,1,0,0,0,1,30,0,1,1,1,5,1,1,24,22,20,17,26,13,15,18,16,12,9,14,6,18,0,1,3.401197382,1.791759469,2.708050201
0,1,0,0,0,0,46,0,0,0,0,10,0,0,19,17,24,24,16,11,22,24,18,20,12,23,14,24,0,1,3.828641396,2.397895273,3.091042453
0,1,0,0,0,0,46,0,0,0,0,5,1,0,19,23,33,25,26,26,23,10,16,13,7,17,6,10,0,0,3.828641396,1.791759469,3.135494216
1,0,1,0,0,1,22,1,0,0,1,25,0,0,22,14,19,15,32,40,16,21,22,19,6,18,4,20,0,0,3.091042453,3.258096538,2.772588722
0,0,1,0,0,1,46,0,0,1,1,5,0,1,19,13,17,12,34,13,13,18,20,18,5,13,8,18,0,0,3.828641396,1.791759469,2.564949357
0,1,0,0,0,0,31,0,0,0,0,5,1,0,18,30,18,15,34,9,13,24,19,21,12,22,12,24,0,0,3.433987204,1.791759469,2.564949357
1,0,0,0,0,0,37,1,1,1,1,20,0,0,14,9,25,17,36,9,13,24,23,21,11,22,15,24,1,0,3.610917913,3.044522438,2.564949357
0,1,0,0,0,0,43,0,0,0,0,5,1,1,21,11,17,16,34,13,13,12,21,13,7,12,9,6,1,1,3.761200116,1.791759469,2.564949357
1,0,1,0,0,1,45,1,1,1,1,15,1,0,25,24,18,24,21,20,22,18,20,13,4,11,5,17,1,0,3.80666249,2.772588722,3.091042453
0,1,0,0,0,0,32,0,0,0,0,5,0,0,22,14,21,21,36,31,13,24,24,19,4,14,7,24,1,0,3.465735903,1.791759469,2.564949357
1,1,0,1,0,1,29,1,0,0,0,5,1,0,19,39,30,26,15,26,29,20,11,18,10,23,13,19,0,1,3.36729583,1.791759469,3.36729583
1,1,0,0,0,1,50,1,0,1,1,5,1,1,14,14,25,24,26,15,14,22,21,15,10,17,15,24,1,1,3.912023005,1.791759469,2.63905733
1,1,0,0,0,0,24,0,0,0,0,0,1,0,27,22,33,21,16,18,25,6,11,11,9,11,10,6,1,1,3.17805383,0,3.218875825
1,1,1,0,0,0,26,1,0,0,0,0,0,0,28,17,26,23,10,44,42,10,9,11,2,19,7,10,0,0,3.258096538,0,3.737669618
1,1,0,0,0,1,63,1,1,1,1,60,0,1,10,12,14,13,35,11,13,14,23,24,10,21,9,24,1,0,4.143134726,4.110873864,2.564949357
1,1,1,0,0,0,28,0,1,0,1,5,0,1,18,26,36,30,21,22,15,9,18,15,5,17,3,10,0,0,3.33220451,1.791759469,2.708050201
1,1,0,0,0,0,38,1,0,0,1,20,1,0,30,14,40,24,31,9,15,21,20,18,12,17,12,23,1,1,3.63758616,3.044522438,2.708050201
0,1,0,0,0,1,34,1,1,1,0,5,1,1,22,17,28,15,22,21,13,15,22,10,8,13,9,13,0,0,3.526360525,1.791759469,2.564949357
1,1,0,0,0,1,55,1,1,1,0,10,0,1,10,9,14,18,22,30,24,6,17,19,6,21,5,6,0,0,4.007333185,2.397895273,3.17805383
0,1,0,0,0,0,30,0,0,0,0,10,0,0,25,18,36,23,21,26,25,8,14,19,9,16,11,15,1,0,3.401197382,2.397895273,3.218875825
1,1,0,0,0,0,41,1,0,0,1,5,0,1,46,35,20,28,15,19,18,8,12,17,10,18,12,14,1,0,3.713572067,1.791759469,2.890371758
1,1,0,0,0,0,35,1,0,0,0,10,0,1,17,15,27,22,24,30,14,6,20,13,3,16,2,6,1,0,3.555348061,2.397895273,2.63905733
0,1,0,0,0,0,40,0,0,0,0,0,1,0,27,13,34,17,29,15,16,7,20,9,7,16,12,14,1,0,3.688879454,0,2.772588722
1,1,0,0,0,0,33,0,0,1,1,15,0,0,21,36,18,19,15,25,20,11,16,14,11,19,13,11,0,0,3.496507561,2.772588722,2.995732274
0,1,0,0,0,0,34,0,0,0,1,5,0,1,32,13,34,29,31,16,15,11,19,13,10,12,9,12,1,0,3.526360525,1.791759469,2.708050201
0,1,0,0,0,0,32,0,1,0,0,15,0,1,14,22,36,15,29,9,15,13,17,23,11,24,10,12,0,0,3.465735903,2.772588722,2.708050201
0,0,0,0,1,1,36,1,1,1,1,5,0,1,38,28,39,32,12,14,16,21,15,8,7,15,7,22,0,0,3.583518938,1.791759469,2.772588722
0,1,0,0,0,1,41,1,0,1,1,5,0,1,12,9,16,9,40,9,13,16,24,11,2,13,5,12,1,0,3.713572067,1.791759469,2.564949357
1,1,0,0,0,0,41,1,1,0,0,25,0,1,17,9,12,10,34,16,13,17,23,10,10,13,11,20,1,0,3.713572067,3.258096538,2.564949357
0,1,0,0,0,1,49,0,0,0,0,15,0,1,15,13,24,18,23,26,26,6,21,14,7,18,5,6,0,0,3.891820298,2.772588722,3.258096538
0,1,0,0,0,0,25,0,1,0,0,0,0,1,26,9,21,10,36,17,13,6,19,10,4,15,7,12,1,0,3.218875825,0,2.564949357
0,0,0,1,0,0,25,0,0,0,0,5,0,1,24,29,25,19,31,20,25,12,14,11,5,14,12,16,1,0,3.218875825,1.791759469,3.218875825
1,1,0,0,0,1,32,1,1,1,1,25,0,1,22,14,16,18,38,35,13,13,17,19,9,23,13,13,0,0,3.465735903,3.258096538,2.564949357
1,1,0,0,0,0,71,1,0,0,0,15,0,0,10,10,18,13,37,19,17,17,24,13,8,16,13,22,1,0,4.262679877,2.772588722,2.833213344
1,1,0,0,0,1,32,0,0,0,0,20,0,1,23,24,32,28,14,15,25,11,17,16,9,19,10,16,1,0,3.465735903,3.044522438,3.218875825
0,1,0,0,0,0,35,0,0,0,0,25,0,1,22,20,29,22,18,19,15,12,12,15,4,15,7,9,0,0,3.555348061,3.258096538,2.708050201
1,1,0,0,0,1,35,0,0,0,0,10,0,0,19,14,30,22,27,19,14,12,18,9,8,17,4,12,0,0,3.555348061,2.397895273,2.63905733
0,1,0,0,0,0,32,0,1,0,0,5,0,0,22,22,38,26,22,25,28,17,16,20,11,20,12,19,1,1,3.465735903,1.791759469,3.33220451
1,1,0,0,0,1,32,0,0,0,0,5,0,0,16,27,17,29,12,16,21,6,9,13,6,19,7,6,0,0,3.465735903,1.791759469,3.044522438
0,1,0,0,0,1,36,1,0,0,1,5,1,1,33,16,36,27,26,25,13,18,17,14,12,21,14,18,0,0,3.583518938,1.791759469,2.564949357
1,1,0,0,0,0,33,0,1,1,0,10,0,0,18,29,37,28,14,21,40,14,12,18,10,19,9,14,0,0,3.496507561,2.397895273,3.688879454
0,1,0,0,0,0,27,1,0,0,1,5,0,1,25,28,27,28,24,14,14,16,18,12,8,17,12,18,1,0,3.295836866,1.791759469,2.63905733
0,0,0,1,0,0,24,0,1,1,0,5,0,0,30,22,25,13,19,23,14,12,20,12,4,15,6,12,0,0,3.17805383,1.791759469,2.63905733
0,1,0,0,0,1,31,0,0,0,0,5,0,0,17,27,27,19,23,13,16,8,17,12,11,15,9,8,0,1,3.433987204,1.791759469,2.772588722
0,1,0,0,0,1,61,0,0,1,0,5,0,1,26,11,21,17,31,9,16,6,20,21,3,20,4,6,0,0,4.110873864,1.791759469,2.772588722
1,1,0,0,0,0,34,0,1,1,1,0,0,0,27,23,23,27,25,23,27,16,11,21,5,23,3,21,0,0,3.526360525,0,3.295836866
1,1,0,0,0,0,47,1,1,1,1,20,1,0,20,22,25,18,25,17,15,22,17,21,12,24,15,22,0,0,3.850147602,3.044522438,2.708050201
1,0,0,1,0,0,31,1,0,0,1,5,0,1,22,23,14,29,21,23,19,18,17,18,9,19,14,17,0,0,3.433987204,1.791759469,2.944438979
0,0,0,0,1,1,50,1,0,1,0,5,0,0,13,34,29,13,16,36,34,12,12,20,4,16,7,18,1,0,3.912023005,1.791759469,3.526360525
0,1,0,0,0,1,45,1,0,0,1,15,1,1,24,23,21,27,23,10,20,15,18,14,10,20,9,14,0,1,3.80666249,2.772588722,2.995732274
0,1,0,0,0,0,32,1,1,1,0,5,0,1,20,9,18,9,40,9,13,6,24,17,4,21,7,6,0,0,3.465735903,1.791759469,2.564949357
1,0,1,0,0,1,57,1,0,0,0,20,0,1,22,15,21,15,34,14,13,8,17,14,4,13,8,7,1,0,4.043051268,3.044522438,2.564949357
0,1,0,0,0,1,57,1,0,1,0,10,0,1,17,13,27,17,40,12,13,8,23,21,10,23,9,11,1,0,4.043051268,2.397895273,2.564949357
0,0,1,0,0,0,39,1,1,1,1,20,1,1,24,19,32,21,20,26,21,24,16,15,10,14,14,23,0,1,3.663561646,3.044522438,3.044522438
0,1,0,0,0,0,35,0,0,0,0,5,1,0,15,19,26,23,29,10,14,18,18,11,3,13,6,18,1,0,3.555348061,1.791759469,2.63905733
1,1,0,0,0,1,41,0,0,1,0,5,0,0,32,31,34,24,15,30,31,12,13,14,4,14,7,15,1,0,3.713572067,1.791759469,3.433987204
1,1,0,0,0,0,36,0,0,0,1,5,0,0,14,20,26,18,20,24,23,14,19,14,0,15,6,15,0,0,3.583518938,1.791759469,3.135494216
0,1,0,0,0,1,61,1,0,0,0,5,0,1,23,26,20,25,22,32,32,17,16,11,4,9,7,16,0,1,4.110873864,1.791759469,3.465735903
0,1,0,0,0,0,29,1,0,0,1,5,0,1,26,12,24,12,35,13,13,13,17,12,5,12,6,14,1,0,3.36729583,1.791759469,2.564949357
0,1,0,0,0,0,41,0,0,0,0,5,1,0,22,18,17,18,32,14,22,11,17,11,5,16,9,11,0,0,3.713572067,1.791759469,3.091042453
1,0,1,0,0,0,41,0,0,0,0,5,0,0,22,20,32,23,23,16,19,12,17,13,9,18,7,12,0,0,3.713572067,1.791759469,2.944438979
1,1,0,0,0,0,39,0,1,1,1,10,0,1,24,19,37,22,12,16,16,20,12,23,11,22,12,19,0,0,3.663561646,2.397895273,2.772588722
1,1,0,0,0,1,32,1,1,1,1,20,0,1,23,16,30,17,25,38,24,10,19,13,7,16,9,14,1,0,3.465735903,3.044522438,3.17805383
0,1,0,0,0,0,30,0,0,0,0,10,1,0,25,25,37,20,25,15,25,14,16,12,10,20,12,18,0,1,3.401197382,2.397895273,3.218875825
0,0,1,0,0,0,27,1,0,0,0,10,0,1,22,15,21,18,37,14,21,12,22,21,9,14,13,22,1,1,3.295836866,2.397895273,3.044522438
1,1,0,0,0,1,42,0,0,0,0,60,0,1,16,9,40,29,9,36,16,6,19,12,5,14,6,13,1,0,3.737669618,4.110873864,2.772588722
0,0,0,0,1,0,24,1,1,1,1,10,1,1,15,18,19,15,23,20,13,21,18,13,10,17,14,21,0,1,3.17805383,2.397895273,2.564949357
1,1,0,0,0,1,29,0,0,0,0,5,0,0,18,27,33,10,33,14,14,15,22,11,4,11,5,19,1,0,3.36729583,1.791759469,2.63905733
1,1,0,0,0,1,45,1,0,1,1,10,0,1,30,13,11,13,30,13,13,6,23,16,10,21,14,24,0,0,3.80666249,2.397895273,2.564949357
1,1,0,0,0,1,36,0,1,1,1,40,0,1,28,9,24,22,37,11,16,11,23,14,6,18,4,12,0,0,3.583518938,3.713572067,2.772588722
0,1,0,0,0,0,34,0,0,0,0,5,1,0,22,23,36,22,27,14,25,14,15,16,8,20,14,14,0,1,3.526360525,1.791759469,3.218875825
1,1,0,1,0,0,30,0,1,1,0,60,0,0,41,26,37,35,12,33,36,6,6,20,6,22,11,12,1,0,3.401197382,4.110873864,3.583518938
1,1,0,0,0,0,29,1,0,0,1,30,1,0,21,24,38,23,11,14,19,24,8,15,12,18,14,24,1,0,3.36729583,3.433987204,2.944438979
0,1,0,0,0,0,40,1,1,1,1,10,1,1,18,10,14,12,39,14,13,11,23,15,10,17,11,11,0,1,3.688879454,2.397895273,2.564949357
1,1,0,0,0,1,31,1,1,1,1,20,1,1,25,19,23,25,30,36,38,19,19,11,3,15,4,19,0,1,3.433987204,3.044522438,3.63758616
0,1,0,0,0,1,40,0,0,0,1,10,1,1,15,12,12,33,26,9,14,24,18,18,10,21,12,22,1,0,3.688879454,2.397895273,2.63905733
0,1,0,0,0,1,40,0,0,1,0,10,1,1,15,10,12,10,38,11,13,11,21,14,7,19,8,16,0,1,3.688879454,2.397895273,2.564949357
1,0,1,0,0,0,46,1,0,1,1,60,0,1,14,10,16,16,33,11,13,19,23,11,3,13,8,19,0,0,3.828641396,4.110873864,2.564949357
1,1,0,0,0,1,38,1,0,0,0,20,0,1,24,15,30,9,24,37,15,6,18,13,7,10,6,10,1,0,3.63758616,3.044522438,2.708050201
1,0,0,0,1,0,27,1,1,1,0,60,1,1,23,25,32,19,22,18,27,14,14,14,10,19,12,14,0,0,3.295836866,4.110873864,3.295836866
1,0,0,1,0,1,23,0,0,0,0,5,0,0,23,28,22,27,24,26,21,13,13,11,4,9,4,16,0,0,3.135494216,1.791759469,3.044522438
0,1,0,0,0,0,61,0,0,0,0,0,0,0,31,18,32,23,32,12,13,17,19,21,9,22,13,23,1,0,4.110873864,0,2.564949357
1,1,0,0,0,1,44,0,0,0,0,60,0,1,16,11,28,14,26,22,14,12,19,18,6,20,7,12,0,0,3.784189634,4.110873864,2.63905733
0,1,0,1,0,0,37,0,0,0,0,5,0,0,13,17,23,24,36,23,13,9,24,12,7,16,9,19,1,0,3.610917913,1.791759469,2.564949357
1,0,0,0,1,1,67,0,0,0,1,5,0,0,26,19,23,13,19,28,21,9,15,12,6,13,8,9,0,0,4.204692619,1.791759469,3.044522438
0,1,0,0,0,0,28,1,0,1,1,5,1,1,25,25,35,24,16,16,33,24,13,20,11,21,15,24,0,1,3.33220451,1.791759469,3.496507561
1,1,0,0,0,1,68,0,0,0,0,60,0,1,17,9,22,10,35,14,13,16,23,17,4,22,7,15,0,0,4.219507705,4.110873864,2.564949357
1,0,0,0,1,0,22,0,0,0,1,5,0,1,23,18,25,18,26,25,18,15,20,14,7,15,10,16,0,0,3.091042453,1.791759469,2.890371758
1,1,0,0,0,1,32,1,1,0,1,10,1,1,28,19,21,15,27,13,15,14,15,7,7,12,10,13,1,0,3.465735903,2.397895273,2.708050201
1,1,0,0,0,0,27,0,0,1,0,0,0,0,23,27,31,24,13,17,24,18,12,12,10,15,12,23,1,0,3.295836866,0,3.17805383
0,0,1,0,0,0,50,0,1,1,0,10,1,0,17,13,17,16,31,25,28,12,21,19,4,16,4,12,0,0,3.912023005,2.397895273,3.33220451
1,1,0,0,0,0,34,0,1,0,1,5,0,1,19,22,27,23,13,27,24,13,10,13,6,11,7,15,1,0,3.526360525,1.791759469,3.17805383
1,1,0,0,0,0,57,0,0,0,0,10,0,0,22,27,25,15,18,15,21,16,17,13,9,14,13,12,1,0,4.043051268,2.397895273,3.044522438
1,1,0,0,0,0,59,0,0,0,1,10,0,1,32,34,10,19,14,26,32,15,14,14,5,16,5,20,1,0,4.077537444,2.397895273,3.465735903
1,1,0,0,0,0,35,0,0,0,0,5,1,0,26,20,34,19,10,13,28,19,21,10,9,13,12,23,1,1,3.555348061,1.791759469,3.33220451
1,1,0,0,0,1,44,0,0,0,0,40,0,1,15,27,27,20,19,42,27,6,15,16,3,23,1,6,0,0,3.784189634,3.713572067,3.295836866
0,1,0,0,0,0,49,1,1,0,1,5,0,1,31,43,36,24,22,13,35,16,10,23,12,24,14,16,0,0,3.891820298,1.791759469,3.555348061
1,0,1,0,0,0,48,1,0,0,1,5,0,0,25,22,28,16,20,34,23,13,17,11,3,16,5,14,0,0,3.871201011,1.791759469,3.135494216
1,1,1,0,0,0,29,1,0,1,0,0,0,0,23,21,33,18,27,17,14,6,17,11,5,21,5,6,0,1,3.36729583,0,2.63905733
1,1,0,0,0,1,40,1,1,1,1,50,0,1,10,11,36,43,8,45,41,12,21,11,4,16,6,12,0,0,3.688879454,3.931825633,3.713572067
1,1,0,0,0,0,35,0,1,0,0,0,0,0,25,28,35,34,14,43,15,6,17,11,1,15,4,6,1,0,3.555348061,0,2.708050201
0,1,0,0,0,0,29,1,1,1,0,0,0,0,19,22,30,20,32,30,13,12,18,14,6,10,9,12,1,0,3.36729583,0,2.564949357
0,1,0,0,0,1,48,0,0,0,0,5,0,1,20,24,24,24,23,16,19,6,18,17,9,18,8,6,0,0,3.871201011,1.791759469,2.944438979
0,0,1,0,0,0,34,1,1,0,0,5,0,0,11,15,28,22,31,27,17,15,24,19,8,19,13,19,1,0,3.526360525,1.791759469,2.833213344
1,0,0,1,0,1,31,1,0,0,0,5,0,1,25,17,30,29,22,22,15,12,14,9,10,20,6,13,0,0,3.433987204,1.791759469,2.708050201
1,0,1,0,0,0,36,0,0,0,0,5,0,0,24,18,37,27,31,29,20,16,20,12,8,15,13,17,1,0,3.583518938,1.791759469,2.995732274
1,0,1,0,0,0,29,1,0,0,1,5,1,0,15,16,34,24,16,13,19,20,18,13,11,18,15,21,0,0,3.36729583,1.791759469,2.944438979
0,0,0,0,1,1,38,1,1,1,1,5,0,1,38,18,34,31,31,30,19,17,17,20,9,18,6,18,1,0,3.63758616,1.791759469,2.944438979
0,1,0,1,0,0,30,1,1,1,1,5,1,1,23,20,13,24,25,14,13,24,18,16,11,19,14,24,0,1,3.401197382,1.791759469,2.564949357
1,1,0,0,0,1,49,1,1,1,1,15,0,1,20,19,21,24,34,21,16,10,20,18,6,18,9,6,1,0,3.891820298,2.772588722,2.772588722
0,1,0,0,0,0,38,1,0,1,1,5,0,1,16,32,9,15,36,18,15,9,22,12,9,14,8,12,1,0,3.63758616,1.791759469,2.708050201
1,1,0,0,0,0,56,0,0,0,0,20,0,1,16,24,27,17,28,41,31,6,13,21,5,19,7,14,1,0,4.025351691,3.044522438,3.433987204
0,1,0,0,0,0,34,0,0,0,0,5,0,0,20,10,25,23,40,9,16,14,18,16,10,17,9,15,0,0,3.526360525,1.791759469,2.772588722
1,1,0,0,0,1,61,1,0,0,0,50,0,1,17,27,29,26,18,26,18,20,17,22,5,23,4,20,0,0,4.110873864,3.931825633,2.890371758
1,1,0,0,0,0,42,0,0,0,0,5,0,1,21,30,35,26,15,23,23,16,15,22,11,24,13,24,1,1,3.737669618,1.791759469,3.135494216
0,0,1,0,0,1,31,1,0,1,1,10,0,1,17,14,21,16,33,11,18,14,19,17,9,17,12,24,1,0,3.433987204,2.397895273,2.890371758
1,1,0,0,0,1,41,1,0,1,1,10,0,1,20,9,29,9,40,14,13,18,24,14,12,17,12,18,1,0,3.713572067,2.397895273,2.564949357
1,1,0,0,0,1,37,1,1,1,0,15,1,0,37,25,28,28,25,34,28,17,18,5,1,7,4,19,1,1,3.610917913,2.772588722,3.33220451
1,0,1,0,0,1,44,1,0,0,0,60,0,1,15,10,28,18,39,30,13,9,19,17,3,12,5,12,1,0,3.784189634,4.110873864,2.564949357
1,1,0,0,0,0,29,1,0,1,0,20,0,0,22,18,39,22,27,14,14,10,14,17,8,18,7,15,1,0,3.36729583,3.044522438,2.63905733
0,1,0,0,0,0,24,1,1,1,1,5,0,1,15,25,20,21,24,20,17,24,18,11,12,14,14,24,1,0,3.17805383,1.791759469,2.833213344
1,1,0,0,1,0,40,0,0,0,0,5,1,1,24,14,23,12,22,26,18,14,20,13,4,10,8,13,1,1,3.688879454,1.791759469,2.890371758
1,1,0,0,0,1,65,0,0,0,0,5,1,0,26,15,33,18,31,12,13,17,18,15,7,12,9,20,1,1,4.17438727,1.791759469,2.564949357
1,1,0,0,0,1,27,0,0,0,0,5,0,0,23,20,40,17,8,30,48,10,8,16,10,13,10,10,0,0,3.295836866,1.791759469,3.871201011
